,avg_diff_median_call,avg_diff_mean_call,avg_acc_call,avg_diff_median_put,avg_diff_mean_put,avg_acc_put
0,50.36282051282051,60.7727498818845,0.8943510905049366,55.38928571428571,64.10070426002571,0.8378855668141383
