,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,630.0,595.25,527.45,102.54999999999995,0,2024-12-13,2024-12-16,1
1,536.0,515.0,324.1,-21.0,1,2024-12-16,2024-12-17,0
2,331.5,355.0,227.75,23.5,1,2024-12-17,2024-12-18,1
3,239.8,165.2,126.45,113.35000000000001,0,2024-12-18,2024-12-19,1
4,146.55,182.05,55.8,90.75000000000001,0,2024-12-19,2024-12-20,1
5,61.5,78.9,25.3,36.2,0,2024-12-20,2024-12-23,1
6,32.65,37.7,15.95,16.7,0,2024-12-23,2024-12-24,1
7,17.45,25.9,13.85,8.45,1,2024-12-24,2024-12-26,1
8,16.0,23.25,6.95,9.05,0,2024-12-26,2024-12-27,1
9,7.65,11.4,2.6,5.050000000000001,0,2024-12-27,2024-12-30,1
10,2.75,2.9,2.0,0.75,0,2024-12-30,2024-12-31,1
11,2.1,2.75,0.9,1.2000000000000002,0,2024-12-31,2025-01-01,1
