,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,620.0,607.2,547.0,-12.799999999999955,1,2024-12-11,2024-12-12,0
1,446.1,501.85,501.85,55.75,1,2024-11-26,2024-11-27,1
2,560.0,702.75,320.0,142.75,1,2024-12-12,2024-12-13,1
3,702.75,685.5,594.45,108.29999999999995,0,2024-12-13,2024-12-16,1
4,623.85,589.05,380.0,-34.80000000000007,1,2024-12-16,2024-12-17,0
5,387.0,415.0,273.85,28.0,1,2024-12-17,2024-12-18,1
6,288.0,198.55,154.55,133.45,0,2024-12-18,2024-12-19,1
7,181.35,220.4,69.4,111.94999999999999,0,2024-12-19,2024-12-20,1
8,76.8,99.85,36.0,40.8,0,2024-12-20,2024-12-23,1
9,44.85,56.3,23.95,20.900000000000002,0,2024-12-23,2024-12-24,1
10,28.25,38.6,21.0,10.350000000000001,1,2024-12-24,2024-12-26,1
11,26.5,40.0,13.15,13.35,0,2024-12-26,2024-12-27,1
12,14.6,22.05,4.35,10.25,0,2024-12-27,2024-12-30,1
13,4.6,5.0,2.85,1.7499999999999996,0,2024-12-30,2024-12-31,1
14,3.2,5.8,1.5,1.7000000000000002,0,2024-12-31,2025-01-01,1
