,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,834.0,715.0,715.0,-119.0,1,2024-12-16,2024-12-17,0
1,715.0,451.95,418.0,-263.05,1,2024-12-17,2024-12-18,0
2,434.35,301.0,250.65,183.70000000000002,0,2024-12-18,2024-12-19,1
3,292.0,340.85,121.15,170.85,0,2024-12-19,2024-12-20,1
4,127.75,167.6,84.4,43.349999999999994,0,2024-12-20,2024-12-23,1
5,106.3,137.65,69.4,36.89999999999999,0,2024-12-23,2024-12-24,1
6,80.0,106.55,58.05,26.549999999999997,1,2024-12-24,2024-12-26,1
7,81.0,124.6,57.35,23.65,0,2024-12-26,2024-12-27,1
8,65.95,89.55,20.35,45.6,0,2024-12-27,2024-12-30,1
9,22.25,30.0,9.85,12.4,0,2024-12-30,2024-12-31,1
10,19.85,43.5,9.1,10.750000000000002,0,2024-12-31,2025-01-01,1
