,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,535.5,585.0,251.05,49.5,1,2024-12-11,2024-12-13,1
1,585.0,516.8,488.05,96.94999999999999,0,2024-12-13,2024-12-16,1
2,501.75,480.9,298.3,-20.850000000000023,1,2024-12-16,2024-12-17,0
3,306.4,325.0,207.75,18.600000000000023,1,2024-12-17,2024-12-18,1
4,219.65,138.85,114.95,104.7,0,2024-12-18,2024-12-19,1
5,133.8,166.35,50.75,83.05000000000001,0,2024-12-19,2024-12-20,1
6,59.95,71.25,21.9,38.050000000000004,0,2024-12-20,2024-12-23,1
7,27.6,30.9,13.4,14.200000000000001,0,2024-12-23,2024-12-24,1
8,14.2,21.45,10.7,7.25,1,2024-12-24,2024-12-26,1
9,12.5,17.55,5.2,7.3,0,2024-12-26,2024-12-27,1
10,5.8,8.2,2.1,3.6999999999999997,0,2024-12-27,2024-12-30,1
11,2.15,2.6,1.75,0.3999999999999999,0,2024-12-30,2024-12-31,1
12,1.8,2.15,0.8,1.0,0,2024-12-31,2025-01-01,1
