,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,834.85,840.0,762.55,72.30000000000007,0,2024-12-13,2024-12-16,1
1,766.0,678.45,512.0,-87.54999999999995,1,2024-12-16,2024-12-17,0
2,520.0,538.0,386.45,18.0,1,2024-12-17,2024-12-18,1
3,401.7,276.6,229.85,171.85,0,2024-12-18,2024-12-19,1
4,270.3,312.75,109.25,161.05,0,2024-12-19,2024-12-20,1
5,121.0,153.55,71.0,50.0,0,2024-12-20,2024-12-23,1
6,88.85,117.0,56.3,32.55,0,2024-12-23,2024-12-24,1
7,66.05,88.25,47.55,22.200000000000003,1,2024-12-24,2024-12-26,1
8,65.05,102.5,43.45,21.599999999999994,0,2024-12-26,2024-12-27,1
9,50.2,69.85,15.25,34.95,0,2024-12-27,2024-12-30,1
10,16.5,21.3,7.7,8.8,0,2024-12-30,2024-12-31,1
11,13.4,30.85,6.4,7.0,0,2024-12-31,2025-01-01,1
