,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,226.1,220.4,186.55,-5.699999999999989,1,2024-12-11,2024-12-12,0
1,191.15,258.0,95.6,66.85,1,2024-12-12,2024-12-13,1
2,258.0,262.5,214.1,43.900000000000006,0,2024-12-13,2024-12-16,1
3,221.4,207.15,115.0,-14.25,1,2024-12-16,2024-12-17,0
4,116.85,125.7,77.65,8.850000000000009,1,2024-12-17,2024-12-18,1
5,85.05,54.65,40.45,44.599999999999994,0,2024-12-18,2024-12-19,1
6,46.3,58.45,17.35,28.949999999999996,0,2024-12-19,2024-12-20,1
7,20.0,22.25,6.6,13.4,0,2024-12-20,2024-12-23,1
8,8.0,6.75,4.0,4.0,0,2024-12-23,2024-12-24,1
9,4.3,5.35,2.15,1.0499999999999998,1,2024-12-24,2024-12-26,1
10,2.15,3.0,1.35,0.7999999999999998,0,2024-12-26,2024-12-27,1
11,1.4,1.7,1.05,0.34999999999999987,0,2024-12-27,2024-12-30,1
12,1.15,1.5,1.1,0.04999999999999982,0,2024-12-30,2024-12-31,1
13,1.35,1.4,0.65,0.7000000000000001,0,2024-12-31,2025-01-01,1
