,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,51.15,88.0,66.0,-14.850000000000001,0,2024-12-13,2024-12-16,0
1,68.9,127.05,87.55,58.14999999999999,1,2024-12-16,2024-12-17,1
2,119.8,156.9,108.65,37.10000000000001,1,2024-12-17,2024-12-18,1
3,139.0,277.1,200.0,-61.0,0,2024-12-18,2024-12-19,0
4,224.0,460.75,199.5,24.5,0,2024-12-19,2024-12-20,1
5,424.75,349.9,207.05,217.7,0,2024-12-20,2024-12-23,1
6,272.55,294.8,201.6,70.95000000000002,0,2024-12-23,2024-12-24,1
7,238.45,335.2,185.25,96.75,1,2024-12-24,2024-12-26,1
8,255.55,231.65,135.0,120.55000000000001,0,2024-12-26,2024-12-27,1
9,172.85,350.25,136.0,36.849999999999994,0,2024-12-27,2024-12-30,1
10,283.25,486.9,257.2,26.05000000000001,0,2024-12-30,2024-12-31,1
11,280.05,376.85,173.1,106.95000000000002,0,2024-12-31,2025-01-01,1
