,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,308.55,354.75,287.1,46.19999999999999,1,2024-12-11,2024-12-12,1
1,343.6,640.2,233.15,296.6,1,2024-12-12,2024-12-13,1
2,233.15,354.85,250.4,-17.25,0,2024-12-13,2024-12-16,0
3,307.0,523.0,333.55,216.0,1,2024-12-16,2024-12-17,1
4,502.3,632.25,470.0,129.95,1,2024-12-17,2024-12-18,1
5,608.7,962.25,770.1,-161.39999999999998,0,2024-12-18,2024-12-19,0
6,789.05,1170.55,745.0,44.049999999999955,0,2024-12-19,2024-12-20,1
7,1129.0,1080.0,866.55,262.45000000000005,0,2024-12-20,2024-12-23,1
8,975.45,1040.0,925.0,50.450000000000045,0,2024-12-23,2024-12-26,1
9,987.4,950.3,817.55,169.85000000000002,0,2024-12-26,2024-12-27,1
10,920.0,1138.0,874.05,45.950000000000045,0,2024-12-27,2024-12-30,1
11,1090.0,1320.35,1059.65,30.34999999999991,0,2024-12-30,2024-12-31,1
12,1097.85,1198.3,959.5,138.3499999999999,0,2024-12-31,2025-01-01,1
