,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,125.0,307.65,90.0,182.64999999999998,1,2024-12-11,2024-12-13,1
1,90.0,142.95,101.05,-11.049999999999997,0,2024-12-13,2024-12-16,0
2,124.95,220.6,135.2,95.64999999999999,1,2024-12-16,2024-12-17,1
3,206.8,276.55,188.7,69.75,1,2024-12-17,2024-12-18,1
4,245.9,447.15,347.3,-101.4,0,2024-12-18,2024-12-19,0
5,375.9,682.4,309.8,66.09999999999997,0,2024-12-19,2024-12-20,1
6,635.8,570.75,390.05,245.74999999999994,0,2024-12-20,2024-12-23,1
7,477.85,489.05,390.0,87.85000000000002,0,2024-12-23,2024-12-24,1
8,454.9,573.3,382.7,118.39999999999998,1,2024-12-24,2024-12-26,1
9,473.3,486.7,308.0,165.3,0,2024-12-26,2024-12-27,1
10,388.0,611.6,330.95,57.05000000000001,0,2024-12-27,2024-12-30,1
11,546.9,762.4,514.4,32.5,0,2024-12-30,2024-12-31,1
12,556.75,652.85,407.55,149.2,0,2024-12-31,2025-01-01,1
