,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,19.7,23.9,13.35,4.199999999999999,1,2024-12-12,2024-12-13,1
1,13.35,16.9,14.85,-1.5,0,2024-12-13,2024-12-16,0
2,15.35,27.05,17.1,11.700000000000001,1,2024-12-16,2024-12-17,1
3,25.5,26.35,21.0,0.8500000000000014,1,2024-12-17,2024-12-18,1
4,23.4,55.55,32.95,-9.550000000000004,0,2024-12-18,2024-12-19,0
5,39.8,99.45,32.55,7.25,0,2024-12-19,2024-12-20,1
6,88.45,66.0,27.2,61.25,0,2024-12-20,2024-12-23,1
7,33.5,36.0,19.9,13.600000000000001,0,2024-12-23,2024-12-24,1
8,21.4,28.7,13.6,7.300000000000001,1,2024-12-24,2024-12-26,1
9,21.2,20.8,6.3,14.899999999999999,0,2024-12-26,2024-12-27,1
10,7.4,14.5,4.0,3.4000000000000004,0,2024-12-27,2024-12-30,1
11,6.95,22.7,8.55,-1.6000000000000005,0,2024-12-30,2024-12-31,0
12,9.55,11.0,2.5,7.050000000000001,0,2024-12-31,2025-01-01,1
