,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,190.45,224.25,172.25,33.80000000000001,1,2024-12-11,2024-12-12,1
1,212.75,440.55,136.7,227.8,1,2024-12-12,2024-12-13,1
2,136.7,220.55,150.45,-13.75,0,2024-12-13,2024-12-16,0
3,188.95,337.0,203.3,148.05,1,2024-12-16,2024-12-17,1
4,322.5,416.45,289.0,93.94999999999999,1,2024-12-17,2024-12-18,1
5,370.85,629.0,526.75,-155.89999999999998,0,2024-12-18,2024-12-19,0
6,541.05,905.35,500.45,40.599999999999966,0,2024-12-19,2024-12-20,1
7,854.4,793.15,583.85,270.54999999999995,0,2024-12-20,2024-12-23,1
8,697.0,738.85,595.0,102.0,0,2024-12-23,2024-12-24,1
9,683.0,805.95,600.05,122.95000000000005,1,2024-12-24,2024-12-26,1
10,698.4,660.0,522.6,175.79999999999995,0,2024-12-26,2024-12-27,1
11,621.0,851.25,554.85,66.14999999999998,0,2024-12-27,2024-12-30,1
12,793.3,1020.7,754.1,39.19999999999993,0,2024-12-30,2024-12-31,1
13,794.85,902.15,648.5,146.35000000000002,0,2024-12-31,2025-01-01,1
