,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,36.0,49.3,39.1,-3.1000000000000014,0,2024-12-13,2024-12-16,0
1,49.3,85.65,53.0,36.35000000000001,1,2024-12-16,2024-12-17,1
2,83.3,105.65,86.5,22.35000000000001,1,2024-12-17,2024-12-18,1
3,89.4,191.95,138.25,-48.849999999999994,0,2024-12-18,2024-12-19,0
4,160.55,342.35,136.1,24.450000000000017,0,2024-12-19,2024-12-20,1
5,306.15,235.95,130.4,175.74999999999997,0,2024-12-20,2024-12-23,1
6,172.6,189.7,121.7,50.89999999999999,0,2024-12-23,2024-12-24,1
7,144.75,211.95,104.75,67.19999999999999,1,2024-12-24,2024-12-26,1
8,153.35,154.2,70.65,82.69999999999999,0,2024-12-26,2024-12-27,1
9,87.0,207.85,62.55,24.450000000000003,0,2024-12-27,2024-12-30,1
10,152.35,313.85,139.05,13.299999999999983,0,2024-12-30,2024-12-31,1
11,150.0,217.45,83.6,66.4,0,2024-12-31,2025-01-01,1
