,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,1028.3,785.0,785.0,243.29999999999995,0,2024-11-25,2024-11-27,1
1,425.0,711.75,319.85,286.75,1,2024-12-12,2024-12-13,1
2,324.4,420.7,329.75,-5.350000000000023,0,2024-12-13,2024-12-16,0
3,393.8,1255.15,936.2,861.3500000000001,1,2024-12-16,2024-12-20,1
4,1255.15,1185.0,1152.45,102.70000000000005,0,2024-12-20,2024-12-26,1
5,1152.45,1152.45,1109.0,43.450000000000045,0,2024-12-26,2024-12-30,1
6,1121.75,1393.75,1264.0,-142.25,0,2024-12-30,2024-12-31,0
7,1264.0,1353.7,1150.0,114.0,0,2024-12-31,2025-01-01,1
