,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,282.4,325.15,298.3,42.75,1,2024-11-26,2024-11-29,1
1,66.0,154.7,92.55,-26.549999999999997,0,2024-12-13,2024-12-17,0
2,145.65,193.9,128.65,48.25,1,2024-12-17,2024-12-18,1
3,169.9,324.8,253.0,-83.1,0,2024-12-18,2024-12-19,0
4,269.5,533.35,241.2,28.30000000000001,0,2024-12-19,2024-12-20,1
5,490.2,505.35,259.7,230.5,0,2024-12-20,2024-12-23,1
6,333.85,352.3,257.8,76.05000000000001,0,2024-12-23,2024-12-24,1
7,310.65,406.6,241.8,95.95000000000005,1,2024-12-24,2024-12-26,1
8,319.4,290.4,181.7,137.7,0,2024-12-26,2024-12-27,1
9,234.7,431.35,188.7,46.0,0,2024-12-27,2024-12-30,1
10,363.65,576.05,334.35,29.299999999999955,0,2024-12-30,2024-12-31,1
11,361.65,462.45,236.8,124.84999999999997,0,2024-12-31,2025-01-01,1
