,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,54.75,65.2,46.0,10.450000000000003,1,2024-12-11,2024-12-12,1
1,59.45,148.5,35.05,89.05,1,2024-12-12,2024-12-13,1
2,37.75,65.05,35.15,2.6000000000000014,0,2024-12-13,2024-12-16,1
3,53.45,97.95,52.75,44.5,1,2024-12-16,2024-12-17,1
4,92.55,121.65,81.1,29.10000000000001,1,2024-12-17,2024-12-18,1
5,95.05,214.75,150.65,-55.60000000000001,0,2024-12-18,2024-12-19,0
6,174.85,371.4,149.25,25.599999999999994,0,2024-12-19,2024-12-20,1
7,333.0,297.95,143.0,190.0,0,2024-12-20,2024-12-23,1
8,193.8,213.25,138.4,55.400000000000006,0,2024-12-23,2024-12-24,1
9,163.05,240.35,121.5,77.29999999999998,1,2024-12-24,2024-12-26,1
10,177.55,161.5,83.5,94.05000000000001,0,2024-12-26,2024-12-27,1
11,104.2,239.95,77.2,27.0,0,2024-12-27,2024-12-30,1
12,179.1,355.0,164.45,14.650000000000006,0,2024-12-30,2024-12-31,1
13,180.0,253.3,102.15,77.85,0,2024-12-31,2025-01-01,1
