,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,15.35,22.2,12.7,2.6500000000000004,0,2024-12-13,2024-12-16,1
1,17.8,31.85,18.9,14.05,1,2024-12-16,2024-12-17,1
2,28.95,33.1,24.55,4.150000000000002,1,2024-12-17,2024-12-18,1
3,27.65,67.45,42.45,-14.800000000000004,0,2024-12-18,2024-12-19,0
4,47.75,121.0,40.65,7.100000000000001,0,2024-12-19,2024-12-20,1
5,108.9,76.55,33.65,75.25,0,2024-12-20,2024-12-23,1
6,43.05,47.5,25.65,17.4,0,2024-12-23,2024-12-24,1
7,28.0,40.55,18.65,12.549999999999997,1,2024-12-24,2024-12-26,1
8,29.15,25.55,8.7,20.45,0,2024-12-26,2024-12-27,1
9,10.3,23.5,5.5,4.800000000000001,0,2024-12-27,2024-12-30,1
10,11.5,38.55,14.05,-2.5500000000000007,0,2024-12-30,2024-12-31,0
11,14.65,19.2,3.6,11.05,0,2024-12-31,2025-01-01,1
