,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,71.85,81.75,69.4,9.900000000000006,1,2024-12-11,2024-12-12,1
1,71.95,176.0,48.0,104.05,1,2024-12-12,2024-12-13,1
2,48.0,78.0,52.05,-4.049999999999997,0,2024-12-13,2024-12-16,0
3,63.85,117.65,70.8,53.800000000000004,1,2024-12-16,2024-12-17,1
4,110.6,145.0,97.7,34.400000000000006,1,2024-12-17,2024-12-18,1
5,123.4,258.35,183.65,-60.25,0,2024-12-18,2024-12-19,0
6,205.0,435.55,180.8,24.19999999999999,0,2024-12-19,2024-12-20,1
7,390.8,320.0,184.15,206.65,0,2024-12-20,2024-12-23,1
8,242.8,265.0,178.15,64.65,0,2024-12-23,2024-12-24,1
9,215.0,303.05,161.5,88.05000000000001,1,2024-12-24,2024-12-26,1
10,227.4,210.2,115.3,112.10000000000001,0,2024-12-26,2024-12-27,1
11,147.2,310.0,113.7,33.499999999999986,0,2024-12-27,2024-12-30,1
12,246.0,442.0,223.45,22.55000000000001,0,2024-12-30,2024-12-31,1
13,244.05,333.0,146.7,97.35000000000002,0,2024-12-31,2025-01-01,1
