,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,394.1,709.2,277.8,315.1,1,2024-12-12,2024-12-13,1
1,277.8,407.05,302.0,-24.19999999999999,0,2024-12-13,2024-12-16,0
2,362.05,587.25,386.35,225.2,1,2024-12-16,2024-12-17,1
3,561.9,702.2,575.0,140.30000000000007,1,2024-12-17,2024-12-18,1
4,672.55,889.55,861.25,-188.70000000000005,0,2024-12-18,2024-12-19,0
5,880.0,1260.6,860.85,19.149999999999977,0,2024-12-19,2024-12-20,1
6,1260.6,1137.0,956.0,304.5999999999999,0,2024-12-20,2024-12-23,1
7,1075.0,1125.5,981.7,93.29999999999995,0,2024-12-23,2024-12-24,1
8,1071.0,1119.45,1078.7,48.450000000000045,1,2024-12-24,2024-12-26,1
9,1083.75,1025.6,925.0,158.75,0,2024-12-26,2024-12-27,1
10,987.85,1219.7,951.1,36.75,0,2024-12-27,2024-12-30,1
11,1191.8,1388.0,1206.9,-15.100000000000136,0,2024-12-30,2024-12-31,0
12,1206.9,1303.15,1050.0,156.9000000000001,0,2024-12-31,2025-01-01,1
