,plast,nhigh,nlow,diff,sentiment,present_date,predictive_date,acc
0,322.8,599.05,214.9,276.24999999999994,1,2024-12-12,2024-12-13,1
1,216.05,323.7,236.45,-20.399999999999977,0,2024-12-13,2024-12-16,0
2,288.05,475.6,308.3,187.55,1,2024-12-16,2024-12-17,1
3,448.5,576.25,433.55,127.75,1,2024-12-17,2024-12-18,1
4,550.55,779.7,722.3,-171.75,0,2024-12-18,2024-12-19,0
5,743.6,1056.95,922.9,-179.29999999999995,0,2024-12-19,2024-12-20,0
6,1055.0,1005.0,818.9,236.10000000000002,0,2024-12-20,2024-12-23,1
7,1005.0,940.0,849.25,155.75,0,2024-12-23,2024-12-24,1
8,899.9,959.05,862.65,59.14999999999998,1,2024-12-24,2024-12-26,1
9,940.0,894.75,772.0,168.0,0,2024-12-26,2024-12-27,1
10,876.9,1251.7,1066.5,-189.60000000000002,0,2024-12-27,2024-12-31,0
11,1066.5,1148.95,954.9,111.60000000000002,0,2024-12-31,2025-01-01,1
